source,position,company,location,category,career_text,employment_type,url
jobkorea,동부엔텍 환경기초시설 운영사업 본사 안전보건팀 경력직 채용,동부엔텍,경기 과천시,안전관리자,경력 2년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49928930
jobkorea,상시 채용(인재DB 등록) - 보건,범양건영,,안전관리자,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49927493
jobkorea,[두오모] 건설현장 보건관리자(계약직),㈜두오모,서울 강남구,안전관리자,경력 3년 이상,계약직,https://www.jobkorea.co.kr/Recruit/GI_Read/49918115
jobkorea,EHS팀-안전환경 담당 경력사원 모집,JSR Micro Korea㈜,충북 청주시,안전관리자,경력 3년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49917700
jobkorea,[엘에스씨푸드] 안전/보건관리 채용,㈜엘에스씨푸드,서울 노원구,안전관리자,경력 1년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49911402
jobkorea,토목 안전보건관리자 경력직 채용/김해 내동현장,㈜셉코,경남 김해시,안전관리자,경력무관,계약직,https://www.jobkorea.co.kr/Recruit/GI_Read/49910855
jobkorea,2026 두산그룹 신입사원 채용 - EHS/안전관리,두산에너빌리티㈜,경기 성남시 외,안전관리자,신입,,https://www.jobkorea.co.kr/Recruit/GI_Read/49909743
jobkorea,안전보건진단 직원채용,㈔한국안전보건협회,서울 금천구,안전관리자,신입,,https://www.jobkorea.co.kr/Recruit/GI_Read/49907763
jobkorea,[충북진천] 정규직 안전보건 담당자 모집,㈜그린피플,충북 진천군,안전관리자,경력무관,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49889080
jobkorea,건설업 안전보건팀 모집(본사),㈜엑사이엔씨,서울 구로구,안전관리자,,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49904545
jobkorea,피노엔지니어링(주) 건설안전 계획서작성 업무 (안전보건대장 등),피노엔지니어링㈜,서울 서초구,안전관리자,신입,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49900662
jobkorea,반도체 현장 산업안전관리 담당자(EHS Manager) 화성/영통 근무,㈜비케이스페이스,경기 화성시,안전관리자,경력 2년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49894540
jobkorea,"건설현장소장, 공무 및 공사,품질  , 안전보건관리자 모집",㈜내외씨앤디건설,경북 구미시,안전관리자,경력 3년 이상,계약직,https://www.jobkorea.co.kr/Recruit/GI_Read/49889152
jobkorea,안전보건교육기관 강사모집 -안전강사 경력 3년이상,㈜서울산업안전컨설팅,서울 동작구,안전관리자,경력 3년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49886291
jobkorea,토목 안전보건관리자 채용,㈜셉코,경기 의왕시,안전관리자,경력 2년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49877043
jobkorea,각 부문별 상시채용(보건관리),엘에스엠앤엠,울산 울주군,안전관리자,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49868937
jobkorea,각 부문별 상시채용(전사 안전보건 전담),엘에스엠앤엠,울산 울주군,안전관리자,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49868906
jobkorea,본사 안전보건관리책임자를 모집합니다.,㈜그리마건설,서울 서초구,안전관리자,경력 10년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49837747
jobkorea,건설 본사 공무 및 안전보건관리자 모집,㈜내외씨앤디건설,서울 강남구,안전관리자,경력 3년 이상,계약직,https://www.jobkorea.co.kr/Recruit/GI_Read/49822598
jobkorea,[경기 광명] 이마트 리뉴얼 안전보건조정자,㈜대용에스앤씨이,서울 노원구,안전관리자,경력 7년 이상,계약직,https://www.jobkorea.co.kr/Recruit/GI_Read/49820689
jobkorea,"[안전보건진흥원]   위험성평가·PSM·도급승인 신입, 경력직 채용",㈔안전보건진흥원,서울 금천구,안전관리자,경력 3년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49818496
jobkorea,[SFG 신화푸드그룹] 중대재해 대응(EHS) 담당 경력직 채용,㈜신화푸드,경기 성남시,안전관리자,경력 3년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49804716
jobkorea,[골프존카운티]산업안전팀 안전보건 담당자(경력),골프존카운티,대전 유성구,안전관리자,경력 3년 이상,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49802716
jobkorea,[사업부문] EHS기획 경력 채용,두산,서울 중구,안전관리자,,,https://www.jobkorea.co.kr/Recruit/GI_Read/49802031
jobkorea,"[외국계 배터리 제조회사] 안전, 환경, 환경안전(EHS) 관리자 채용",디스커버믹스테크매뉴,전남광주 광산구,안전관리자,경력무관,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49799278
jobkorea,제약 바이오 공장 내 안전관리(EHS) 신입사원 채용 공고,㈜티에스이엔씨,인천 연수구,안전관리자,경력무관,정규직,https://www.jobkorea.co.kr/Recruit/GI_Read/49762010
jobkorea,[휴온스그룹]휴메딕스 제천공장 안전보건팀 모집,㈜휴메딕스,충북 제천시,안전관리자,경력 7년 이상,,https://www.jobkorea.co.kr/Recruit/GI_Read/49673207
jobkorea,[전국] 안전보건관리책임자 경력직 인재풀 등록,케이씨씨글라스,,안전관리자,,계약직,https://www.jobkorea.co.kr/Recruit/GI_Read/49636391
catch,[NW부문] 보건관리자 계약직 채용,LG유플러스,경기,전기/소방/통신/안전,경력 3년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571861
catch,보건관리자(간호사) 계약직 채용 ,SK실트론,경북,"간호사, 전기/소방/통신/안전",경력 1년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571792
catch,여수공장 보건관리자 계약직 구성원 (여수) 채용,LX MMA,전남,"간호사, 전기/소방/통신/안전",경력무관,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571782
catch,2026 보건관리자 계약직 채용,부광약품,서울,"간호사, 전기/소방/통신/안전",경력 1년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571768
catch,2026년 하반기 사업장 안전보건관리자 경력 수시채용,LIG D&A,경북,전기/소방/통신/안전,경력 20년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/570938
catch,안전보건관리자 기간제 채용 (강릉 근무),HD한국조선해양,강원,전기/소방/통신/안전,신입,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/569430
catch,2026년 보건관리자(계약직) 경력직 채용,SK에코플랜트,서울 / 전국,간호사,경력 2년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/552531
catch,2026년 보건관리자(촉탁직) 경력직 채용,SK에코플랜트,서울 / 전국,"간호사, 전기/소방/통신/안전",경력 4년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/552056
catch,EHS 안전관리 경력직 채용,두산퓨얼셀,서울,"시설/보안/경비/안전, 전기/소방/통신/안전",경력 10년 이상,기타,https://www.catch.co.kr/NCS/RecruitInfoDetails/572123
catch,"프로젝트계약직 경력사원 채용(사업, 설계, 시공, 안전/보건, 품질) 채용",삼성E&A,서울 / 전국 / 기타해외,"건축/설계/인테리어, 기계설계/CAD/CAM, 반도체/디스플레이, 시공/현장/감리/공무, 자동차/조선/기계, 전기/소방/통신/안전, 전기/전자/제어, 토목/조경/도시/측량, 환경/플랜트",경력 2년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/572085
catch,HSEQ팀 경력직 채용,에쓰오일토탈에너지스윤활유,울산,"생산관리/공정관리/품질관리, 시설/보안/경비/안전, 전기/소방/통신/안전",경력 12년 이상,정규직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571694
catch,[계약직] 2026년 경력사원 채용 (안전보건),삼우종합건축사사무소,경기,전기/소방/통신/안전,경력 5년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571692
catch,안전보건관리(계약직) 채용,삼표피앤씨,충북 / 경기,전기/소방/통신/안전,경력 5년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571606
catch,대졸 신입/경력 사원 채용(안전보건센터),아세아제지,경기,전기/소방/통신/안전,3년↓,정규직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571588
catch,반도체중견기업 ESH그룹 공조분야 모집(경력),한양디지텍,경기,전기/소방/통신/안전,경력 5-10년,정규직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571440
catch,제조 설비OT 사업 보건관리 담당자 채용 (계약직),SK(주) AX,경기,전기/소방/통신/안전,경력 3년 이상,계약직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571292
catch,[경력] 안전·보건관리 담당 채용 (당진),KG스틸,충남,전기/소방/통신/안전,경력 4년 이상,정규직,https://www.catch.co.kr/NCS/RecruitInfoDetails/571114
